album_id,song_id
164678,863
751145,864
731953,865
665359,866
391613,867
416757,868
470993,869
300821,870
22367,871
283150,872
122610,873
173464,874
673165,875
94385,876
343159,877
27497,878
704552,879
407416,880
645030,881
678009,882
747108,883
150268,884
521576,885
475792,886
646375,887
120715,888
540707,889
372926,890
566959,891
280472,892
64550,893
535192,894
632807,895
633037,896
765828,897
659812,898
464243,899
243639,900
217026,901
372744,902
420490,903
467076,904
301001,905
23369,906
333739,907
602686,908
297839,909
485272,910
335540,911
157882,912
766800,913
24065,914
763433,915
303803,916
281644,917
444039,918
601300,919
353167,920
766573,921
593889,922
744214,923
493248,924
64207,925
329620,926
529899,927
29155,928
135291,929
285335,930
554310,931
77351,932
817763,933
714489,934
477262,935
191878,936
225526,937
290113,938
206729,939
14578,940
476948,941
496005,942
178220,943
43154,944
559373,945
135279,946
356416,947
274211,948
536523,949
443910,950
287074,951
605642,952
22956,953
566005,954
198162,955
687382,956
211974,957
658287,958
231171,959
564154,960
343272,961
477674,962
299130,963
226115,964
762314,965
295373,966
401219,967
662478,968
199869,969
511994,970
283355,971
411463,972
472687,973
466626,974
756181,975
401433,976
273604,977
359570,978
234421,979
624501,980
619860,981
271142,982
529132,983
624707,984
97820,985
708277,986
34127,987
244370,988
527029,989
420796,990
14592,991
505422,992
104642,993
238492,994
138009,995
92649,996
462412,997
64629,998
301993,999
812274,1000
74571,1001
45282,1002
667208,1003
210431,1004
105753,1005
532168,1006
669695,1007
25180,1008
27371,1009
553870,1010
30962,1011
601584,1012
443355,1013
46549,1014
93013,1015
146146,1016
646749,1017
14979,1018
470035,1019
772708,1020
63580,1021
45697,1022
243041,1023
122921,1024
635492,1025
8784,1026
543877,1027
734445,1028
75254,1029
674619,1030
489387,1031
569125,1032
236135,1033
289872,1034
665478,1035
628421,1036
241960,1037
711620,1038
317364,1039
552899,1040
333770,1041
444849,1042
103261,1043
615211,1044
41971,1045
554837,1046
528682,1047
4967,1048
715952,1049
400773,1050
637060,1051
642616,1052
773435,1053
38957,1054
30801,1055
610555,1056
818883,1057
740622,1058
501402,1059
436,1060
6965,1061
21651,1062
568321,1063
185742,1064
767498,1065
254168,1066
134912,1067
286272,1068
224850,1069
204360,1070
769337,1071
460948,1072
487958,1073
221479,1074
293515,1075
111427,1076
509441,1077
469687,1078
680457,1079
24250,1080
110142,1081
129742,1082
479032,1083
758028,1084
14329,1085
462168,1086
323213,1087
12539,1088
509285,1089
282395,1090
611769,1091
623984,1092
425923,1093
479327,1094
266372,1095
477788,1096
435284,1097
373411,1098
428296,1099
409123,1100
502979,1101
585760,1102
750413,1103
18368,1104
809349,1105
323471,1106
14367,1107
221546,1108
383810,1109
532529,1110
392918,1111
109268,1112
476245,1113
323735,1114
150705,1115
128977,1116
597540,1117
115747,1118
706252,1119
454349,1120
153305,1121
789617,1122
86259,1123
65393,1124
286427,1125
225,1126
570508,1127
65623,1128
372125,1129
65576,1130
489780,1131
433331,1132
657107,1133
440040,1134
662916,1135
511645,1136
757165,1137
531252,1138
271042,1139
170716,1140
504206,1141
551252,1142
359463,1143
204453,1144
455287,1145
147139,1146
148608,1147
627950,1148
735395,1149
313492,1150
495559,1151
55322,1152
579569,1153
776439,1154
682247,1155
52212,1156
341940,1157
174801,1158
146284,1159
497830,1160
312051,1161
763388,1162
360235,1163
774930,1164
8577,1165
396837,1166
356456,1167
383789,1168
22126,1169
98599,1170
12891,1171
373724,1172
702121,1173
791949,1174
200685,1175
147639,1176
175378,1177
62706,1178
78472,1179
154986,1180
686666,1181
619807,1182
289149,1183
309435,1184
818326,1185
35369,1186
729456,1187
681008,1188
37883,1189
216426,1190
743070,1191
99095,1192
48950,1193
626842,1194
24826,1195
369461,1196
306065,1197
239051,1198
226851,1199
226614,1200
25561,1201
809196,1202
224620,1203
544754,1204
602149,1205
199914,1206
407754,1207
518151,1208
60587,1209
533915,1210
174061,1211
12884,1212
105100,1213
541577,1214
468309,1215
135402,1216
210456,1217
52666,1218
756725,1219
808,1220
812627,1221
109107,1222
42180,1223
284052,1224
155871,1225
92051,1226
699416,1227
606364,1228
188177,1229
495796,1230
62750,1231
597508,1232
422119,1233
625398,1234
9066,1235
371487,1236
300483,1237
303090,1238
57714,1239
208683,1240
24822,1241
9844,1242
55201,1243
177430,1244
786773,1245
725029,1246
810182,1247
208586,1248
179413,1249
308387,1250
228665,1251
148683,1252
85554,1253
157333,1254
781922,1255
279570,1256
555518,1257
440144,1258
619838,1259
1620,1260
34608,1261
546646,1262
13139,1263
544392,1264
449692,1265
174657,1266
113171,1267
761599,1268
185110,1269
284788,1270
281536,1271
293650,1272
286538,1273
603540,1274
391347,1275
818031,1276
254710,1277
802902,1278
154446,1279
30893,1280
284542,1281
230859,1282
650737,1283
12539,1284
817501,1285
553262,1286
429824,1287
240938,1288
589057,1289
60339,1290
487924,1291
508143,1292
32217,1293
46464,1294
282491,1295
78736,1296
631274,1297
22404,1298
373288,1299
27867,1300
295095,1301
759051,1302
455723,1303
217043,1304
319809,1305
108528,1306
817340,1307
558469,1308
723056,1309
57714,1310
223562,1311
23262,1312
988,1313
277768,1314
232781,1315
318216,1316
664421,1317
225997,1318
324882,1319
405525,1320
128997,1321
62238,1322
221690,1323
29475,1324
822062,1325
150802,1326
702123,1327
284078,1328
419069,1329
86249,1330
83642,1331
174688,1332
91294,1333
762539,1334
43181,1335
153684,1336
98599,1337
759814,1338
287381,1339
83547,1340
408971,1341
718975,1342
610331,1343
509572,1344
22942,1345
515096,1346
236135,1347
197174,1348
809,1349
822460,1350
142115,1351
95073,1352
577389,1353
85254,1354
580801,1355
622906,1356
185777,1357
505846,1358
550682,1359
742306,1360
205383,1361
532311,1362
559863,1363
462216,1364
497107,1365
76746,1366
108341,1367
500871,1368
778010,1369
775002,1370
218944,1371
503547,1372
512226,1373
363752,1374
8759,1375
610224,1376
709438,1377
114412,1378
342538,1379
28491,1380
637374,1381
437395,1382
275522,1383
35149,1384
296716,1385
585414,1386
780781,1387
562662,1388
331317,1389
326331,1390
230970,1391
152889,1392
41797,1393
216702,1394
599035,1395
596461,1396
799348,1397
350902,1398
501877,1399
153344,1400
283635,1401
172858,1402
720452,1403
15516,1404
475847,1405
318959,1406
586019,1407
225440,1408
56996,1409
553563,1410
422320,1411
582290,1412
313166,1413
331266,1414
230893,1415
522538,1416
602304,1417
669655,1418
249417,1419
226889,1420
421963,1421
126115,1422
662656,1423
100101,1424
57035,1425
1224,1426
327478,1427
785446,1428
290701,1429
278560,1430
800483,1431
177206,1432
351182,1433
624496,1434
599190,1435
428521,1436
673155,1437
763904,1438
423728,1439
775675,1440
533363,1441
639537,1442
505410,1443
430799,1444
653590,1445
282364,1446
368796,1447
129224,1448
175294,1449
347757,1450
298847,1451
98397,1452
580087,1453
260755,1454
448416,1455
219093,1456
463184,1457
98200,1458
22484,1459
262149,1460
295350,1461
8539,1462
490242,1463
77126,1464
555129,1465
218110,1466
327332,1467
504423,1468
49859,1469
141264,1470
559,1471
98027,1472
129313,1473
65428,1474
569433,1475
185934,1476
782401,1477
345122,1478
125738,1479
217883,1480
216969,1481
255383,1482
139457,1483
734257,1484
500537,1485
639527,1486
386879,1487
540837,1488
209869,1489
139188,1490
508264,1491
9856,1492
510115,1493
468309,1494
706005,1495
251441,1496
534155,1497
612251,1498
23251,1499
632887,1500
19603,1501
533274,1502
197289,1503
454183,1504
240748,1505
791485,1506
265245,1507
9038,1508
143822,1509
702269,1510
639881,1511
91300,1512
213,1513
197986,1514
409257,1515
619744,1516
504793,1517
65452,1518
211003,1519
493539,1520
660019,1521
553262,1522
290005,1523
609053,1524
739282,1525
272849,1526
290943,1527
249613,1528
1656,1529
148194,1530
112186,1531
514965,1532
819293,1533
715295,1534
117369,1535
780297,1536
131960,1537
818087,1538
226814,1539
228741,1540
174703,1541
247671,1542
104144,1543
536803,1544
350855,1545
217184,1546
451367,1547
111304,1548
480093,1549
407562,1550
398420,1551
174662,1552
23369,1553
507337,1554
613103,1555
138445,1556
613765,1557
224623,1558
288453,1559
586019,1560
759814,1561
443790,1562
91162,1563
295173,1564
189503,1565
283150,1566
789959,1567
448279,1568
13919,1569
13862,1570
507547,1571
796038,1572
269516,1573
505335,1574
314435,1575
131598,1576
214125,1577
310652,1578
106926,1579
131734,1580
627408,1581
622883,1582
105408,1583
788125,1584
576048,1585
411833,1586
553001,1587
779118,1588
45071,1589
326937,1590
366584,1591
242110,1592
27630,1593
78637,1594
628505,1595
226418,1596
347112,1597
239031,1598
425868,1599
292085,1600
382315,1601
313944,1602
565182,1603
266372,1604
444582,1605
36379,1606
505465,1607
45717,1608
780822,1609
176847,1610
162891,1611
536232,1612
282150,1613
735641,1614
614878,1615
521760,1616
578135,1617
461074,1618
275331,1619
140385,1620
680798,1621
713200,1622
305169,1623
611612,1624
23102,1625
682598,1626
422489,1627
375651,1628
476276,1629
74893,1630
597487,1631
458165,1632
455287,1633
203675,1634
289149,1635
333086,1636
252899,1637
177206,1638
437973,1639
29387,1640
485210,1641
134855,1642
817855,1643
88726,1644
184098,1645
592680,1646
473152,1647
8997,1648
363506,1649
109780,1650
470978,1651
139457,1652
564121,1653
341095,1654
557621,1655
14305,1656
783635,1657
611922,1658
602222,1659
472191,1660
377202,1661
639750,1662
327554,1663
150911,1664
619744,1665
598782,1666
715455,1667
456614,1668
514098,1669
860,1670
266948,1671
639042,1672
284736,1673
455018,1674
641828,1675
281753,1676
762361,1677
523259,1678
609801,1679
398,1680
663511,1681
307285,1682
397816,1683
24504,1684
50737,1685
195716,1686
69254,1687
109846,1688
279091,1689
291143,1690
239731,1691
622234,1692
540620,1693
509706,1694
601969,1695
623984,1696
235174,1697
632110,1698
36169,1699
131969,1700
526303,1701
813922,1702
79637,1703
746875,1704
536785,1705
297471,1706
560618,1707
411802,1708
47330,1709
253291,1710
298724,1711
555246,1712
208424,1713
317364,1714
102191,1715
306715,1716
226013,1717
798891,1718
296611,1719
128139,1720
550709,1721
524019,1722
761443,1723
300031,1724
487339,1725
644830,1726
386707,1727
407754,1728
46486,1729
47592,1730
308407,1731
275827,1732
423961,1733
476476,1734
7315,1735
46614,1736
65481,1737
307644,1738
711606,1739
278992,1740
686335,1741
287352,1742
128149,1743
531846,1744
123076,1745
254009,1746
798135,1747
253831,1748
284637,1749
179184,1750
124764,1751
25133,1752
160699,1753
520987,1754
84466,1755
123416,1756
105985,1757
799147,1758
685357,1759
250395,1760
637620,1761
262136,1762
35097,1763
68110,1764
587,1765
705863,1766
85625,1767
240561,1768
104787,1769
482768,1770
113416,1771
287254,1772
360812,1773
251858,1774
99148,1775
281447,1776
300031,1777
113410,1778
396352,1779
237660,1780
431442,1781
15638,1782
503347,1783
520602,1784
331203,1785
817892,1786
262113,1787
150863,1788
21200,1789
297013,1790
434249,1791
337141,1792
265303,1793
105411,1794
701622,1795
484161,1796
9552,1797
240395,1798
159947,1799
298752,1800
700059,1801
130398,1802
180927,1803
557792,1804
25453,1805
407754,1806
771267,1807
378580,1808
602374,1809
148128,1810
314190,1811
301445,1812
2004,1813
490203,1814
271398,1815
223456,1816
211112,1817
212480,1818
25564,1819
756547,1820
245146,1821
28356,1822
554224,1823
53181,1824
160998,1825
297303,1826
14421,1827
138186,1828
774736,1829
12757,1830
436396,1831
715982,1832
87397,1833
675211,1834
769725,1835
543041,1836
529684,1837
303421,1838
275032,1839
144765,1840
296721,1841
725669,1842
378995,1843
16027,1844
508188,1845
687092,1846
769774,1847
372930,1848
721962,1849
496090,1850
285737,1851
545825,1852
753502,1853
34757,1854
529514,1855
601856,1856
95072,1857
747166,1858
138490,1859
747122,1860
235159,1861
326902,1862
570577,1863
799732,1864
175116,1865
534407,1866
630620,1867
394700,1868
14219,1869
764372,1870
343568,1871
48012,1872
560096,1873
141904,1874
177199,1875
545975,1876
535723,1877
786540,1878
725674,1879
597340,1880
406825,1881
762191,1882
171356,1883
489685,1884
158319,1885
795325,1886
527212,1887
555129,1888
528923,1889
23399,1890
639392,1891
197147,1892
739757,1893
64371,1894
726646,1895
511640,1896
751145,1897
293740,1898
763965,1899
823059,1900
150859,1901
414912,1902
231930,1903
428150,1904
25586,1905
653740,1906
257984,1907
606836,1908
8986,1909
150938,1910
542754,1911
301421,1912
6953,1913
150913,1914
344890,1915
645457,1916
539363,1917
57000,1918
526980,1919
721687,1920
570488,1921
527484,1922
305368,1923
597790,1924
587631,1925
33120,1926
370932,1927
176888,1928
22484,1929
213943,1930
85340,1931
345513,1932
256119,1933
288001,1934
109053,1935
657107,1936
132377,1937
303436,1938
252899,1939
112605,1940
69820,1941
600648,1942
234421,1943
68737,1944
214868,1945
620643,1946
271629,1947
236630,1948
462098,1949
635129,1950
282022,1951
38352,1952
330759,1953
520987,1954
418586,1955
234236,1956
647942,1957
673258,1958
199694,1959
24239,1960
602410,1961
609374,1962
158386,1963
179488,1964
639908,1965
300907,1966
286907,1967
27633,1968
320428,1969
722546,1970
443082,1971
699549,1972
307,1973
258315,1974
78740,1975
51357,1976
57839,1977
765362,1978
711892,1979
14561,1980
22379,1981
602698,1982
95078,1983
29026,1984
729053,1985
659943,1986
700191,1987
360259,1988
34396,1989
223655,1990
235295,1991
233908,1992
807578,1993
233782,1994
223566,1995
285607,1996
703022,1997
306057,1998
406176,1999
612184,2000
338819,2001
207670,2002
465056,2003
602229,2004
88561,2005
294998,2006
79225,2007
118939,2008
154001,2009
128937,2010
466293,2011
506876,2012
291748,2013
64413,2014
532854,2015
109040,2016
744095,2017
282362,2018
342182,2019
128985,2020
34351,2021
783194,2022
597033,2023
417678,2024
312389,2025
605243,2026
774126,2027
265300,2028
47538,2029
254009,2030
160142,2031
48105,2032
57767,2033
689685,2034
181884,2035
420338,2036
511911,2037
239553,2038
599144,2039
416722,2040
623039,2041
124109,2042
743805,2043
155729,2044
70297,2045
529055,2046
290943,2047
72043,2048
219160,2049
547104,2050
301400,2051
717333,2052
443061,2053
543288,2054
72103,2055
345449,2056
657107,2057
754327,2058
773676,2059
141876,2060
439909,2061
64420,2062
106026,2063
770,2064
300419,2065
514842,2066
99054,2067
759494,2068
436856,2069
201488,2070
122921,2071
138140,2072
391019,2073
155742,2074
624865,2075
696269,2076
614267,2077
457876,2078
527222,2079
225509,2080
644803,2081
784940,2082
290005,2083
420138,2084
405085,2085
289146,2086
82925,2087
605707,2088
199578,2089
550937,2090
565234,2091
95431,2092
639962,2093
330070,2094
599298,2095
511959,2096
280736,2097
591200,2098
138026,2099
697559,2100
605532,2101
208882,2102
464074,2103
152528,2104
620938,2105
153305,2106
653733,2107
225466,2108
133041,2109
636998,2110
566576,2111
163506,2112
577165,2113
226246,2114
726295,2115
572479,2116
234700,2117
244041,2118
559619,2119
795397,2120
714006,2121
179059,2122
765362,2123
286891,2124
309106,2125
60341,2126
808634,2127
55301,2128
331631,2129
372022,2130
317615,2131
489212,2132
63881,2133
821380,2134
146411,2135
489673,2136
765908,2137
508638,2138
485079,2139
316960,2140
345723,2141
537210,2142
516641,2143
688967,2144
814256,2145
536600,2146
648437,2147
662608,2148
505296,2149
589319,2150
559847,2151
132728,2152
232971,2153
197020,2154
781385,2155
185940,2156
671794,2157
246583,2158
290001,2159
346407,2160
192746,2161
709759,2162
40409,2163
64358,2164
47633,2165
342581,2166
154404,2167
162535,2168
225132,2169
681151,2170
23102,2171
673805,2172
559955,2173
652690,2174
495087,2175
170871,2176
399933,2177
358351,2178
148791,2179
280410,2180
509704,2181
758701,2182
524252,2183
29172,2184
225923,2185
593775,2186
379427,2187
343601,2188
153196,2189
199953,2190
153594,2191
705848,2192
134775,2193
28754,2194
8759,2195
428422,2196
546057,2197
578298,2198
117351,2199
513118,2200
162141,2201
435984,2202
582786,2203
60417,2204
470302,2205
505438,2206
307454,2207
116383,2208
262630,2209
379517,2210
476558,2211
555390,2212
338983,2213
148254,2214
451334,2215
34483,2216
591018,2217
64782,2218
725703,2219
72104,2220
280787,2221
573824,2222
758081,2223
225374,2224
553504,2225
809439,2226
618899,2227
15931,2228
514111,2229
441532,2230
132769,2231
764874,2232
258331,2233
237875,2234
425551,2235
707594,2236
175301,2237
384881,2238
120595,2239
104256,2240
499741,2241
800719,2242
599643,2243
470932,2244
212771,2245
208681,2246
585277,2247
341095,2248
713439,2249
762311,2250
539413,2251
307644,2252
465192,2253
639385,2254
216081,2255
700407,2256
401488,2257
198380,2258
234738,2259
217966,2260
629748,2261
604170,2262
277768,2263
275954,2264
399772,2265
285607,2266
278032,2267
5395,2268
768212,2269
583392,2270
258322,2271
683903,2272
55238,2273
164708,2274
803126,2275
70646,2276
625137,2277
366780,2278
95340,2279
553001,2280
37506,2281
225988,2282
726379,2283
506618,2284
35631,2285
469537,2286
663900,2287
109846,2288
218766,2289
572490,2290
465807,2291
178620,2292
228272,2293
608749,2294
201731,2295
536937,2296
364307,2297
540479,2298
532527,2299
243289,2300
316046,2301
473397,2302
647213,2303
267820,2304
64157,2305
146308,2306
742306,2307
292133,2308
615129,2309
571090,2310
443355,2311
600571,2312
757780,2313
591200,2314
43318,2315
629748,2316
390157,2317
110159,2318
22383,2319
94459,2320
47639,2321
111881,2322
27051,2323
238767,2324
708849,2325
269267,2326
24765,2327
363783,2328
509686,2329
515081,2330
771319,2331
386501,2332
106254,2333
588884,2334
518084,2335
420605,2336
580995,2337
286317,2338
87904,2339
264782,2340
630612,2341
466884,2342
94166,2343
240016,2344
620764,2345
630579,2346
161691,2347
94240,2348
702074,2349
53164,2350
475877,2351
9153,2352
761892,2353
281586,2354
228300,2355
719172,2356
629722,2357
277276,2358
406997,2359
287223,2360
569913,2361
93181,2362
310877,2363
26379,2364
599320,2365
571600,2366
759590,2367
1593,2368
538806,2369
735329,2370
529997,2371
382118,2372
545975,2373
457846,2374
462774,2375
347392,2376
297735,2377
606097,2378
286965,2379
529997,2380
171941,2381
346208,2382
599859,2383
278003,2384
148743,2385
74608,2386
599236,2387
242490,2388
223624,2389
777840,2390
349100,2391
418240,2392
772499,2393
257891,2394
56789,2395
27703,2396
461028,2397
299,2398
185937,2399
280531,2400
280211,2401
754127,2402
212126,2403
505423,2404
479958,2405
786180,2406
307287,2407
450834,2408
7049,2409
278726,2410
759579,2411
734782,2412
227650,2413
221684,2414
174801,2415
816250,2416
203257,2417
581894,2418
780902,2419
165397,2420
280787,2421
743937,2422
610224,2423
547284,2424
203410,2425
162230,2426
225158,2427
23967,2428
38027,2429
448201,2430
196566,2431
429695,2432
120256,2433
67443,2434
146604,2435
65428,2436
552858,2437
302022,2438
563109,2439
225440,2440
731981,2441
722155,2442
418177,2443
725807,2444
365859,2445
337123,2446
341940,2447
92631,2448
207670,2449
481828,2450
295070,2451
321474,2452
600650,2453
502757,2454
742576,2455
154924,2456
635170,2457
421962,2458
597112,2459
150096,2460
330154,2461
803687,2462
92091,2463
514617,2464
240644,2465
686954,2466
76202,2467
816522,2468
360295,2469
810158,2470
292235,2471
43438,2472
295123,2473
463655,2474
60485,2475
562080,2476
762407,2477
198389,2478
786949,2479
515100,2480
304110,2481
153075,2482
760855,2483
286010,2484
589057,2485
90302,2486
622906,2487
646868,2488
639908,2489
278510,2490
1224,2491
64157,2492
468713,2493
331557,2494
315756,2495
463877,2496
411277,2497
451199,2498
395797,2499
608959,2500
