artist_id,album_id
AR4PCIG1187B98D07D,766444
AR1RHCO1187B9AF0BF,432406
AR1X2H01187B98CCF2,546663
ARBQBZV1187B99D29E,548374
AR9ODB41187FB459B2,704183
ARF3GX71187FB3EB66,307618
AR3PN3R1187FB4CEBD,784530
ARYWCFZ11E2835CFDD,534470
ARUT16P1187FB532A4,599659
AREOGMA1187B9908EF,372122
AR4ABL21187FB3913A,577023
AR8YV1I1187FB45D2B,572855
ARR9XGB1187B9912E6,523481
ARBKUS51187B98A3AC,219943
ARTB5PP1187FB523B7,266932
ARXFQDY1187B9AAF1E,514801
ARVEJ9M1187FB4DC44,421962
ARTHEAP122BCFCD0B2,502384
ARQESNI1187FB511EE,254792
ARCZ20M1187FB49687,138320
ARDF8K01187FB37200,722546
AR11NP91187B9901B4,46647
ARBZAIL1187FB5B1C8,547104
ARWXHRS1241B9C7A1E,683402
ARV1P811187FB3CFC6,128198
ARIU0MA1187B98D36F,818344
ARB4D891187B9954F7,762520
ARQOC971187B9910FA,293668
AR19SOA1187B98F6E6,117983
ARTDBI61187FB48479,6949
ARSE6YI1187B9B9CD2,735425
AR6C8EJ1187FB3F473,158078
AROI96Z1187B9A5304,199953
ARIOSKN1257509BCE1,329135
ARI0PUX1187FB3F215,276924
ARYO9BU1187B9ADA88,193554
ARZ507V1187FB4425E,409813
AR6XPWV1187B9ADAEB,440990
AR6PJ8R1187FB5AD70,302176
AR4CG3B1187FB5B861,124344
AR7BMMV1187FB5B2D7,762519
AREYIHC1187B99CE0B,177029
AREEMIN11F4C848971,517150
ARBJSO81187B9BA09B,512234
ARBGJLS11F4C83D4B9,517488
ARVNDLR1187B99CA1B,776019
AR5LZJD1187FB4C5E5,696947
AR3WMW01187B9921F7,477268
ARAEX7Y1187FB42D36,281713
ARK2G5U1187FB46B34,492999
ARTB56G11C8A41569D,120640
AR0GGKI1187FB391D5,789426
ARZEWUR1187FB53DC8,785362
AR89DTT1187B9A7ED5,298921
ARTHKKA122BCFCBF58,162273
ARJDMBO1187B9AD118,605167
ARYJSY01187B9B7C65,474726
AR77FBJ1187FB49D8D,364642
ARFVYJI1187B9B8E13,307651
ARBM4TC1187FB5CE98,614890
ARMQHX71187B9890D3,538734
ARYXJ5A1187B9B9E56,767591
ARULHJM1187B997004,554760
AROTIMO1187FB532BF,528941
AR0X3JJ1187FB3A9A7,293622
AR035N21187FB3938E,472444
ARA0H5U1187FB47949,763206
AR358YS1187FB44A29,239244
ARANOZN1187B9B373E,329967
ARHONG11187FB3B120,71267
ARRA2F91187B9B4061,282150
ARSGZ3J1187FB3E610,46723
ARMQ32V1187B9999F3,575880
AR8EDG51187FB41A08,539974
AR1GYND1187B9A9CD3,558289
AR1PCLK1187FB5BBFF,275722
ARF0W6Z1187B9AC325,179267
ARWGIOC1187FB4CBEF,517634
ARZHLNX1187FB4B8E7,686750
ARC25S11187B993923,766687
ARKE8PP1187B997DD4,545429
ARK9TRQ1187B99C095,15567
ARGTUWC1187B9904A0,789959
ARFS01P1187B9A395A,259476
ARGWIHH1187B9A79B0,534031
AR5MK521187B98E0B8,23134
ARU22AM1187B9961EA,220650
ARTB56G11C8A41569D,515188
AR93RTI1187B98ECFB,237520
AR9AN471187B99E0DA,64434
ARAR4YH1187B98BF2A,512027
AR567PN1187FB4B4F2,737947
ARYKF861187B99C74B,495799
AR4K59J1187FB3759B,245279
ARLSF8H1187B9A76B0,264857
ARDG9Z71187B997023,23178
AR56P361187B9AC4DB,52141
ARDDHGI126E2B3AA76,755756
ARVML631187B99E90D,53826
ARBKMHZ11F4C843491,215830
ARD3LXU1187B9ABFC5,754188
ARXOTQH1187FB57084,279702
ARMG6K31187FB55677,409251
ARFUSID1241B9C9462,646806
ARC6UC81187B989062,603055
ARKZJ301187FB521B2,435050
ARVKAWO11F50C47C9A,340310
ARHXBJI1241B9C8B7F,752185
ARTFLEU1269FCD1FE3,667517
AR0LVFQ1187B9A84E0,150501
ARU9KWP1187B98B2A7,105115
ARZ05QG1187FB3843E,142192
ARTEGHH1187FB435C8,296995
ARASSX21187FB528B7,146503
ARRH2S81187B98C8AA,223472
ARSF4161187B9B449F,457879
AR87OXB1187FB39E0B,816840
ARCLCFS1187B9AE476,319844
ARWAPYC1187FB3FCAF,333103
ARILV5E1187B9959C8,775316
ARHSAFX1187B98E89A,599989
ARGR9FY1187FB4D0E7,80339
ARVG4OK1187B9B6BD3,624887
ARGCY1Y1187B9A4FA5,726003
ARYFROT1187B9B78C2,811387
ARIN12F1187FB3E92C,460988
ARMZ4PD1187B9ACBCD,590998
AR0CWSC1187B9AFE3F,509285
ARD5K161187B9AC784,2016
ARUZRFN1187B98AC05,74586
ARSTH0R1187B98951E,312976
ARSL5SP1187B9A7AE0,160605
ARCE0H01187B9AF741,282493
ARW4AGO1187FB4F107,161810
ARZWK2R1187B98F09F,559004
ARDOOH01187B991055,681616
ARMBTFC1187FB56343,405643
ARBH0MS1187FB36311,152247
ARTXEZN1187B9B8190,644965
ARBM57Q1187B9AF97C,64098
ARED2DG1187FB3CB4D,570488
ARMQHX71187B9890D3,223563
ARNIFX51187FB418EA,466577
AREW1KO1187B98E42E,785416
ARUJ5A41187FB3F5F1,53563
ARE2BVT1187B9AC9A2,508052
ARMBTFC1187FB56343,282711
AR97EHA1187B98AD5F,443790
ARFTMGO1187B9A777A,708314
AR5J8XN1187B9B712E,27997
AR4B3RX1187B9A868A,263915
ARE1N571187B98A47D,585535
AR8XG9J1187FB418C1,428274
ARHSS201187B98A8CC,150354
AR02PUA1187FB52574,556140
AR6892W1187B9AC71B,314
ARGNGRI11E2835D567,157419
ARQDYV0119B866800F,448373
ARN5W1B1187B98BE10,146292
ARBJSO81187B9BA09B,509726
ARETCTY1187FB4C033,467695
ARQXR6R1187FB46FD6,287672
ARP8TSJ1187FB54852,662561
AR3PN3R1187FB4CEBD,206882
ARQGYP71187FB44566,493266
ARHVU591187B99F46A,577462
ARV2V751187FB4330F,611258
ARX9YIP1187B98A656,293884
ARPPURC1187B990FB7,47335
AR0X3JJ1187FB3A9A7,692436
ARYECMK1187FB5C081,783225
AR74Q3R1187B9B24C3,386120
AR1PCLK1187FB5BBFF,63865
AR0G47L1187B98CC6D,582102
ARKUP6H1187FB3F8E3,165664
ARHRP6Q1187FB3F016,762292
AR10USD1187B99F3F1,128122
ARTW7I31187B9A4CA9,532741
ARQCMZ01187B99342C,530802
ARSZ6MA1187FB43D29,327425
ARDIBRT1187B9AF176,171820
ARY80281187FB3E380,382970
ARXSPYZ1187B98972A,663608
ARR2TI31187FB380FE,216819
ARNILB71187B99EC88,281210
AR0OEYB1187FB4A81E,495430
ARH4N0N1187FB3E1F1,99987
ARDQO721187FB3C6D9,662558
ARIFGKC1187B9B04D5,375715
AR4IWYN1187FB47DF6,380099
AR9YQN31187FB45B34,60518
ARV3IN31187FB4AAAE,345570
ARCID1N1187FB51DA0,441344
ARKCTSM11F4C83C839,287318
AR7JBP41187FB3EA8A,285631
ARAHQDS1187FB55275,150516
ARALP6I1187B989E27,332859
AR23EC41187FB4805D,79227
AR8JSAL1187FB3CE7E,555209
ARL6FF81187FB5A916,512607
AR9EZGO1187B9A401F,331289
ARLDW6Z1187FB3F2A0,552899
ARKA2YS1187B9A4060,34505
AR1QXAQ1187FB47FAC,355081
ARKSBCO1241B9CE46E,51405
AR76DOS1187FB5AE78,711137
AR4OHL91187B9B2EB9,291030
AR6QQY41187B990574,160060
ARN8NCB1187FB49652,569125
AREHMUC1187B98B91B,816238
ARXG6L11187FB5695E,650697
ARO2EDF1187B993BD8,570453
ARU0HTX1187B98B4C6,296873
ARVMPJC1187FB3B954,163436
ARDW5AW1187FB55708,424081
ARHNL9K1187FB5730C,755801
ARD7TVE1187B99BFB1,249138
AR3JMC51187B9AE49D,307477
ARPBNLO1187FB3D52F,627950
AR9AWNF1187B9AB0B4,298719
AROGWRA122988FEE45,281563
ARMBR4Y1187B9990EB,671475
ARQ9BO41187FB5CF1F,251703
ARKULSX1187FB45F84,274876
ARI2JSK1187FB496EF,282933
AREDBBQ1187B98AFF5,338931
AR7ZKHQ1187B98DD73,488293
ARBGXIG122988F409D,173863
AR7SMBG1187B9B9066,300163
ARGCY1Y1187B9A4FA5,726003
AR36F9J1187FB406F1,102907
ARNNKDK1187B98BBD5,464781
AR62SOJ1187FB47BB5,546323
ARBEBBY1187B9B43DB,542173
ARDR4AC1187FB371A1,293755
ARAGB2O1187FB3A161,555533
AREDL271187FB40F44,339485
ARP6N5A1187B99D1A3,615284
ARGSAFR1269FB35070,769648
ARULZCI1241B9C8611,772527
AR0IAWL1187B9A96D0,92936
ARJIE2Y1187B994AB7,272703
ARLTWXK1187FB5A3F8,56617
ARNF6401187FB57032,282914
ARPFHN61187FB575F6,186934
AR051KA1187B98B2FF,288454
AR8IEZO1187B99055E,190811
AR558FS1187FB45658,559989
ARVBRGZ1187FB4675A,1818
ARWB3G61187FB49404,219272
AREVWGE1187B9B890A,560818
AR2JD2Z1187B998A90,715197
AR7TTCH1187FB3F95C,395333
ARF6ZTO1187FB3684F,138157
ARPYBWQ1187B989C0D,15327
ARU0HTX1187B98B4C6,296872
ARUE3AK1187B9AC923,307149
AR6W9T51187B9A8B8E,386702
ARQ05GM1187B990512,658324
AR1Y2PT1187FB5B9CE,463518
ARXN7S71187B9941BE,323381
AR1072G1187FB5B351,708200
ARXIIEY1187FB44EAF,212353
ARBUOOR1187B997391,48411
ARQ9BO41187FB5CF1F,748222
ARGC7FQ1187FB409CC,252341
ARRS5961187B99F9DE,588630
AR14CJ91187FB3A994,691036
ARJV0U41187B9AB715,665347
AR502DZ1187B98F8E1,678270
ARWI6LR1187FB46E9F,463706
AR0AVIB1187FB37D01,282385
AR7OCK81187B98D1F1,597320
ARABFU01187FB46712,104062
ARF88UQ1187FB5A3E9,647842
ARQZTGO11E8F5C0768,420785
AR08GQF1187B98E316,138009
ARZGMLE11F4C840C9D,483228
AROATPL1187FB48E12,516641
ARBXIDR1187B9AB77E,123825
ARYCP7D1187B99516B,611925
ARVN9FZ1187FB393F1,369886
ARMD6JB1187FB3B0E7,601992
ARFAGIR1187B997EA1,367900
AR6C8EJ1187FB3F473,158078
AROHMXL1187B9AF4B2,124147
ARWNRBH1187B9B7E68,452242
ARRVUWA1187B9A0FE2,508063
AR0LVFQ1187B9A84E0,222208
ARZCEOJ1187B9A91C0,126280
ARD2NDU1187B99B615,204315
AREJO121187B995676,244757
AR5WPYF1187B9B40DA,152147
ARN5BHA1187B99E072,437901
ARUZL121187FB4B42D,235400
ARW040W1187FB51082,623410
ARQ7XJG1187B991CEC,380552
AR7S48C1187B99711E,263855
ARM7C1Q1187FB471C8,389989
ARYHTYH11EBCD7C884,273745
AR7UOUK1187B99078C,29321
ARGEKDX1187FB3A5BF,627807
ARNQESK11F4C83FD6F,284078
ARN03F71187FB4E3F4,350343
ARJ9B1V1187FB4DD1F,814253
ARSS1OZ1187FB54440,735109
ARDG9Z71187B997023,23176
ARZWK2R1187B98F09F,216087
ARNNQ9E1187FB3C82F,743543
ARWI6LR1187FB46E9F,645036
ARWSMC91187B9AD369,594771
ARZAXOR11F4C83EB65,540711
ARFK98R1187B9B0552,555131
ARU9Q5Q1187FB3D6EB,619435
AR57Z841187B9B7D7D,639500
AR82DJK1187B991107,519747
ARMUC731187B9A172D,65820
ARWD25M1187FB4C563,133
ARYF20K1187B9B76BD,679314
ARRESZG1187B9A3FBF,654066
ARD88QA119B3403A02,436788
ARIHI8H1187B9B0058,480173
ARHO1WI1187B98CB84,64547
ARWI6LR1187FB46E9F,645036
ARUWB5W1187B98D7A1,347283
ARR9XHK1187FB3894D,377447
AR82DJK1187B991107,279813
ARIUQZL1187FB4303B,304190
ARQ05GM1187B990512,292356
ARBD4QW1187FB42153,125805
AR8QW7Y119B866993A,435836
ARJAVK71187B989FEF,400543
AR0S7TA1187FB4D024,299146
ARVD9M11187FB49291,208685
ARV1ALU1187FB4D77E,310421
ARVZPW91187FB4D73C,34603
ART70HI1187B9A37BC,588884
ARCICZN11EB9C810B3,722045
ARW9QSZ1187FB4B93E,167972
AR633SY1187B9AC3B9,15588
ARDQO721187FB3C6D9,662089
ARUF71J1187FB511C1,285677
AREP8KM1187B9A3A7B,328589
ARD88QA119B3403A02,436788
ARQXAUH1187B9BA010,60339
ARLH4CH11C8A4173EC,537517
ARRHVVL1187B991E41,161790
ARCEOW71187B9A5A71,156038
ARHBYTA1187FB3C812,113380
ARX0IEI1187FB4FF4B,712458
ARHEQ501187FB4F898,230945
AR19GQN1187FB3ACF5,28356
ARIPLUN1187B99B9F9,36072
ARM9Q581187B98E984,627736
AR3752L1187FB4B67E,180481
ARR8AIK1187B9A0BCE,372927
ARIFTCD11F4C84086D,195122
AR6BIWA1187B9ABAE8,721801
ARYWU5F1187B9A77BE,492520
AR37ILI1187B98E27B,221012
ARPKATM1187B9B76E6,141769
ARFZSPU1187B9B5BA9,286870
AREPD8D1187FB3F5BC,555552
AR93D4D1187FB3ACAD,22096
AR858UO1187FB437B4,484857
ARF2EHS1187B994F4E,315023
AROF4LP1187FB41C51,756949
AR8LMZM1187B9A8160,151246
AREUYDJ1187B9BA040,72103
ARCP8YG1187B997D72,557522
ARP07GD1187B9B9DA4,156712
ARQ76LG1187B9ACD84,150242
ARA373P1187B9A74C7,83310
ARBZHTB1187FB3A725,321603
AR82GTS1187FB5662F,209913
AR2EHC11187B9AD895,180508
ARCT5P61187FB3D950,57678
AR0WLH6119B8669027,391899
ARDK5LC1187B9AB681,384736
AR5BLB01187FB57E99,114406
ARGAWJY11F50C50904,346332
ARSYOWS1187FB41157,34575
AR97EHA1187B98AD5F,174635
ARLZ2LD1187B9B17FD,542178
ARGWFMR1187B98D0E7,303880
ARMT23H1187B995083,24765
ARV6QHT1187FB5537A,34130
ARXY0SI1187B9B3064,52709
ARNDBEM1187B9A2918,734716
ARDNW1B1187FB4ABBB,428735
AR5JR4O1187FB35F58,747610
ARYKXSD1187B9A4DAD,448675
ARABTW91187FB3A73B,211838
ARIPQAE11F4C83B78A,457415
ARUDPRC1257509BA98,667999
ARJAZLO11F4C83B642,199793
ARSKSFC1264D0E32F8,681223
ARMD0G81187B99A519,688578
ARZCXO91187FB53708,74803
AR1LQNB1187B9A6AE5,301389
ARVAWTX1187B9A9990,391799
ARKXLIJ1187B9A4C54,735410
AROBERX1187B9B437A,529798
AREDW1C1187B9ACAC2,609943
AR6PJ8R1187FB5AD70,439614
ARAHQDS1187FB55275,600581
AR43KFF1187B9B74B1,729676
AR21YNH1187FB49649,19265
AR72THZ1187B9974EF,819440
ARA3I0J1187FB57869,371
AROF4LP1187FB41C51,205255
ARXOKNT1187B9AA521,370175
ARMD0G81187B99A519,688685
ARA0YAE1187B9B1D16,665478
AR4CH531187FB4EA21,237545
ARPGPI81187B98AEEA,142115
AR1KMPF1187B99AA98,421999
ARJIWJH1187FB3F6B9,226854
ARK82DC1187B9A1FEB,475523
ARECPYG11C8A42B5BF,65220
AR0CDSK1187FB52ED6,747512
AR0NKFJ1187B9AF1FF,114398
ARGEKDX1187FB3A5BF,769962
ARSTSEH121318C5B01,130556
ARCP8YG1187B997D72,221445
ARFFDZU1187FB50682,538812
ARFZNR41187B990AF7,324688
ARZ05QG1187FB3843E,495943
AR0693R1187FB59D32,154936
ARBON001187B99BAD8,584767
AR4PZLK1187B999B4E,237735
ARQDWBG1187B9891D7,522008
AR0AVIB1187FB37D01,323408
ARIXCFZ1187B991009,200284
ARV3CRH1187B9A1B21,138100
ARN03F71187FB4E3F4,319515
ARTB5PP1187FB523B7,53068
ARO32TC1187FB39461,143653
AR6GJDZ1187B991E46,662932
ARZDUML1187B9AD101,398259
ARIW1BH1187FB4C94A,467245
AR0DSOO1187B9B855E,805384
AR6AGJV1187FB504BA,226149
ARSW5F51187FB4CFC9,583091
ARD0FN11187B9B25CD,24673
ARXGWNG1187FB503A5,277866
ARF9EI11187B9AB66C,630606
AR3752L1187FB4B67E,192864
ARQATWU1187B98EE26,138006
ARORSBT11F50C4A96B,344546
ARKLA8V1187B999B68,618681
ARTE9CG1187B99B1AF,8497
ARNUPIM11F4C83BD4D,257800
ARO7FES1187B9A59BE,385924
AR9KWJK1187FB4A531,227007
ARBPXW61187B99D5D9,609165
AR6892W1187B9AC71B,340
ART5MUE1187B98C961,311757
ARPNDSH1187B9B942F,509321
AR0WXWU1187B9AB33F,77293
ARHUQUF1187FB382E6,179290
ARBXBQR1187FB56FA5,481769
ARPOPBQ11F4C83D36D,648915
AREKO1L1187B997EFE,757061
AREGV3K1187B9AF614,565273
AR8S3OI1187B9B92E4,278622
ARXP9GE1187FB3ED0E,25826
ARO0QD41187FB3AB0A,308612
ARQAXT91187B99103A,500301
ARNUFGE1187B9B7881,762451
ARITKAJ122BCFCA169,447727
ARYV1OT1187B9B4C8E,275315
ARGOLWM1187B98CEDE,688815
AR8WHEJ1187B98CDCA,653224
ARF0COO1187B99B9EF,656513
ARC1CJB1187B99FCA4,632827
ARCZ42S1187B98C0D7,329922
AR95QS71187FB3F49A,60332
ARIWB161187B9AA1D5,292662
ARVUN5F1187FB4CCC7,148848
AR7BMMV1187FB5B2D7,409364
ARC28SN1187B989049,262136
ARUSOMY1187FB4D3B4,553397
ARS6HDE1187B99CA29,288774
ARXPE571187FB4AFD0,762361
ARYSHL01187B9AAEC7,604938
AR6F6I21187FB5A3AA,174343
ARBUHDB1187FB3E72C,462410
ARARFT81187FB41EEA,386075
ARA3VJJ1187FB3F5A6,11462
AR6C6VO1187FB4E267,715143
ARYVO9V1187B9B1FC6,496543
ARWA8AH1187FB3FC84,776987
AR9JNFU1187B9B9868,388945
AR1DR0E1187FB48F61,243895
ARSF0K11187B9AF319,282034
ARFY8NV1187B9B1961,460246
ARHI20L1187FB4C997,363561
ARZY28S1187FB40BAB,739802
ARNR58F1187FB52FA9,8768
AR202MX1187B9B0383,205285
ARDAONS11F4C844929,437552
AROLZEM1187B9A805E,724004
ARJGIOD1187B9AE920,426506
AR05VW21187FB407B4,681552
AR64N1H1187B996199,683115
AR6Y8JF1187B9BA1D5,152856
ARGMXQW1187FB54C34,345598
ARMSW7X1187FB5B504,236463
AR180PG1187B997BAE,609931
ARNJVSL1187B99AFD4,105923
ARVWNTI1269FB34C59,421820
AR9YWMS1187FB43A34,542748
ARP9QX11187FB50EEB,541927
ARSVRVA1187B99228A,499460
AR1GNFR1187B9AD1FD,59460
ARZU9NI1187B9AEE08,530926
AR22KLC1187B98E812,131443
AROVSYC119B3403921,757812
ARUGX5X1187FB468C4,580860
ARA7WV51187FB532B0,253452
AR16T2D1187B98ABF4,495309
ARWDP431187FB56492,2210
ARFY8NV1187B9B1961,460246
AR0XSOO1187B9B9E88,235138
ARHZCG01187B99E4DE,282100
AR1LQNB1187B9A6AE5,149697
ARI8GY11187B988DF4,237875
ARE0OLY1187B9AD19F,789605
ARW1MUW1187FB4D5A1,130
ARWQ2DR1187B98FF28,391911
ARY02GH1187B99B223,531888
AR6CLFP1187B9ACB94,546441
ARFELOH1187B991F95,722229
AR3THYK1187B999F1F,55934
ARUZRFN1187B98AC05,310248
ARDOOH01187B991055,681735
AR2PT4M1187FB55B1A,221677
AR6WICD1187B998708,661309
AR3GYKU1187B996AB9,460926
ARHBWOZ1187FB3FD53,576541
ARDI88R1187B98DAB2,47304
ARR3ONV1187B9A2F59,521383
ARMFOCL119B8668919,324015
ARZEWUR1187FB53DC8,785362
ARMQHX71187B9890D3,223563
ARUKJUP12086C14589,295123
ARO0EUG1187B9AC250,478222
AR0X3JJ1187FB3A9A7,293622
ART9VCW1187B9B6FE6,615562
AR0DSOO1187B9B855E,237547
ARN7OQ21187FB5A6B3,597462
AR2ABYH1187B9A0C67,105323
AR1JGQT1187FB56878,249662
AR1ZYLH1187B98C159,295644
ARKPDBH1242077DEB1,695138
ARP32X81187B99EBF5,68914
ARH6W4X1187B99274F,405065
ARXP7MQ1187FB3AC5F,25426
ARB06Z71187B99049A,600205
ARMBDNQ1187FB3F3EC,564601
AR1PCLK1187FB5BBFF,265380
AR8LD3R1187FB4D08F,539338
ARTE9CG1187B99B1AF,8567
ARBM57Q1187B9AF97C,284595
AR6AGJV1187FB504BA,226149
ARWG0541187FB364EC,40395
ARFG9M11187FB3BBCB,91448
AR7CCCC1187FB578FF,229522
ARJJRZ41187FB4C856,124135
AR9RTS51187B996CC8,646216
ARI6OUG1187B989234,29186
ARODBRG1187FB3FD99,275954
ARG9E8O1187B99AB4F,469705
ARYA9ZH119B8668A81,608237
ARXCUQE1187B9ADD91,605651
ARQPSAB1269FCD243F,567604
ARSVRVA1187B99228A,343010
AR27XEH1187FB4EC83,736813
AR02YGA1187B9B8AC4,347917
ARRXG5Y1187B9AA016,2058
ARGO67V1187B9968D2,16743
AR039B11187B9B30D0,300387
AR2PNSZ1187B9AF0A4,531252
ARWYDXE12420780913,562002
ARMLW331187B9923F9,655158
ARHK7A51187FB411D8,512344
ARO89GU1187B98ADA2,685885
ARN5BHA1187B99E072,818130
ARMEUT11187B9BA155,396810
AR5DXUU1187B9B0E42,22780
ARPEJMN11F4C84080E,250057
ARDDTL91187B9974A7,578327
AR0CANF1187B9AF35F,10168
ARUT60Q1187B9B90E9,782449
ARUYVDC12086C11D5C,645658
ARELA4P1187B991507,675210
AR9OLFX1187B9A5762,686979
ARMBR4Y1187B9990EB,609306
AR1VWD91187FB4CE99,759910
ARZJFLE12086C117FF,627032
AR8Q4RZ1187FB46BDC,686635
ARJJRZ41187FB4C856,769742
ARHO1WI1187B98CB84,64429
AROBQ0B1187FB404F6,286522
ARYUHNV1187FB482AF,202993
ARZCXO91187FB53708,74803
AR8U8G41187B9A833B,246546
AR8W2DS1187B9B6E36,232875
ARYNSN31187FB4C573,346713
ARQVTCN11E2835DFFD,299377
ARE9SYU1187B9B9838,792118
ARYF20K1187B9B76BD,591025
ARPVFV91187B98BB94,46067
ARVUAJC1187B9908A5,675629
ARH861H1187B9B799E,785786
ARE17W51187FB5381B,713491
ARM63WJ1187B9951EA,549533
AR6TD9K1187B9A207D,376512
ARHWRBR119B8669309,709759
ARBQPXY1187B98D67B,668413
AR56P361187B9AC4DB,22901
AR0S7TA1187FB4D024,279403
ARYVLXY1187FB373B0,403572
AR7LIU31187B98EF11,239126
ARTTFAQ1187B98E4FA,809828
AR5RA3W1187B9B4A22,609331
ARIP54S1187FB53259,212126
ARJA5XT1187B9B89AA,163281
AREY3RN1187B993C5F,560084
ARB06Z71187B99049A,668028
ARPLE851187B9B2B7C,245264
ARNNBW81187FB55594,214256
ARQGNEN1187FB4494C,135559
AR69GPS1187B99E556,512216
AR9YS621187FB5AC07,521363
AR0X3JJ1187FB3A9A7,320414
AR202MX1187B9B0383,704088
AR2CM6U1187B999EB7,219550
ARM5JLS1187FB3615B,598098
ARASYMJ1187B9ACAF2,66818
AR3DYAD1187FB3964E,127491
ARODP5P1187FB40142,513031
AR1WU211187FB57E2B,409139
ARENLSD1241B9C71B9,225374
ARJBWQI1187B9B17D1,317615
ARE08BN1187B98FCA3,711509
ARZJ4MI1187B9AF5AF,112284
ARUWB5W1187B98D7A1,411428
ARVNIVQ1250941026F,48593
AR4TLW81187B99683D,519688
ARJ9DSA1187B990E00,45795
ARQCHDN1187FB4C7C2,559294
ARYZV2X1187B997BE7,531919
ARMW8O71187B98CD90,578604
ARIULTJ1187B9A2017,272685
ARE8GLF1187FB52532,30956
ARSWXNX1187FB3D04E,272334
ARTDUXM1187B9899ED,688952
ARTJPHB1187B9968E5,13904
ARNNHLN1187FB42912,75789
AR502DZ1187B98F8E1,443438
AR9F71I1187FB46CAF,301417
ARFCOGY1187FB454B4,572666
AROIHOI122988FEB8E,281000
ARM0RY81187B9AF248,189516
ARBEBBY1187B9B43DB,22353
ARS1DCR1187B9A4A56,244426
ARXTM8U1187B99F200,536523
ARWJHW61187B98FA8E,680734
AR5U94U1187FB5CDCF,151707
ARA373P1187B9A74C7,156542
ARWI6LR1187FB46E9F,396156
AR609UN1187FB53FA1,106108
AR8SRQ31187FB4D477,554077
ARJ1W5M1187FB458F3,570508
