artist_id,artist_name,artist_familiarity,artist_hotttnesss
ARB29H41187B98F0EF,Terry Callier,0.706827671,0.416173065
AR1Y2PT1187FB5B9CE,John Wesley,0.560557984,0.452789477
ARAJPHH1187FB5566A,The Shangri-Las,0.640807102,0.418216518
AR0RCMP1187FB3F427,Billie Jo Spears,0.523714637,0.384611084
AREBBGV1187FB523D2,Mike Jones (Featuring CJ_ Mello & Lil' Bran),0.79360508,0.426317956
ARGUVEV1187B98BA17,Sierra Maestra,0.501544777,0.392733676
ARPQ4Z01187FB3A736,Butthole Surfers,0.809323793,0.488019842
ARNQAVF11F4C844C04,Despina Vandi,0.632559542,0.41168896
ARXUT4W1187FB48BEB,Javier Navarrete,0.597541218,0.382651971
ARDD1RC1187B9B52B4,Jacob Young,0.495445922,0.294861262
ARLGWFM1187FB4AC9F,Scarlet's Remains,0.527865076,0.393121934
ARWYVP51187B98C516,The Suicide Machines,0.668674533,0.467538444
ARFCUN31187B9AD578,The Rolling Stones,0.814829656,0.735765693
AR6YDKV1187B989230,Roberto Torres,0.482356043,0.350078579
ARV1JVD1187B9AD195,Loudon Wainwright III,0.661080168,0.442765842
AR7TTS41187B9B42D3,R.L. Burnside,0.701180874,0.466628889
ART3O5Z1187B9AB043,Stevie Ray Vaughan,0.73379894,0.544257506
AR5U94U1187FB5CDCF,John Hammond,0.590692918,0.452817838
ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,0.665322162,0.394217199
AR6IRG41187B9A4D98,Ec8or,0.50407567,0.33457736
ARS1OWB1187B99EEAD,The New York Dolls,0.717670525,0.479308459
ARGMXQW1187FB54C34,Eliane Elias,0.669726188,0.427914247
AROEL1B1187B988B90,Lost Boyz,0.569741152,0.412240601
AR8W8DN1187FB35ED0,The Germs,0.640048357,0.40439264
ARUWLCL1187FB549B8,Yamandu Costa,0.397772876,0.383475745
AR3793X1187FB50CB3,Chris Rea,0.643182773,0.500691341
ARINEWW1187FB5577E,Perrey And Kingsley,0.411421048,0.338414818
ARDGB6U1187FB3AD07,Eurythmics,0.75100762,0.523699078
AR2J2WF1187FB46271,Francis Dunnery,0.54858513,0.383524247
ARUI8651187B9ACF52,John Cale,0.749317801,0.481655862
AR89DTT1187B9A7ED5,Suzanne Ciani,0.631946666,0.380704536
ARMD0G81187B99A519,Vickie Winans,0.653937821,0.396855869
AR0VZWC1187B99BA57,The Berzerker,0.668370612,0.45755391
ARF2EHS1187B994F4E,Kings Of Leon,0.845768866,0.788805935
ARZKRD01187FB45FD2,Edith Lefel,0.407455644,0.30004649
ARK4H5K1187B992F74,Taras,0.460171324,0.189314878
AR06EB01187FB40150,NOFX,0.778816717,0.554291489
ARKPDBH1242077DEB1,Murskahumppa,0.435889847,0.26803784
ARBJSO81187B9BA09B,Soda Stereo,0.711165787,0.466826993
ARRC2JF1187B9B6A93,Bruce Rowland,0.443162398,0.30045446
ARNIFX51187FB418EA,Xcultures,0.400433513,0.266275286
ARCCRTI11F4C845308,White Heart,0.477364752,0.337507289
ARNVH8S1187FB52F86,Heavy D / McGruff,0.617870116,0.36366811
ARNLO5S1187B9B80CC,Van Halen,0.744641246,0.579988982
ARTDQRC1187FB4EFD4,Black Eyed Peas,0.845601887,1.005941966
ARK9TRQ1187B99C095,Nine Inch Nails,0.905776889,0.598458501
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,0.694021648,0.479407676
ARMBYRO1187FB57419,Nadine Renee,0.408389022,0.139247394
ARWY7I71187FB36C3D,Lesley Gore,0.606925359,0.389100776
AR6Y22S1187B99906F,Smartbomb,0.562463784,0.322485106
ARI5P4N1187FB3F44D,Suburbs,0.481004583,0.335651839
ARYPWUK1187B98ACED,Emperor,0.742963152,0.453391186
ARW63KF1187B98AC48,Julien Clerc,0.58547954,0.364384924
AR8H87D1187FB3A841,Glen Campbell,0.67159627,0.481024239
ARLWR721187B9A03C9,T.G. Sheppard,0.449323615,0.343281882
ARF4V431187FB3AA41,Slim Whitman,0.51644378,0.386669092
ARBGWMW1187B9AEA3E,Savage Garden,0.728209707,0.538070295
AR6G4V01187B9AD086,Queens Of The Stone Age,0.798645179,0.552413346
ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,0.445854631,0.347598889
AR9AM2N1187B9AD2F1,Inspiral Carpets,0.605109702,0.398547535
AR9XEVF1187B99D017,Borialis,0.454043995,0.421415103
ARCFOZ71187FB43A0D,The Dirty Skirts,0.543516131,0.404182207
ARHFEBO11F50C4825A,Flor Silvestre,0.42054585,0.313569343
AR107SB1187B9A79F9,Bezu,0.373850623,0.148985481
ARXWAQQ1187B9AE954,Redman,0.743129776,0.493566843
ARL6XZC1187FB3936E,Solistiyhtye Suomi,0.13818761,0.31781096
ARSDSMG1187B98CB59,Eddie Cantor,0.416141022,0.331090126
AR3WMW01187B9921F7,Schizoid,0.495559652,0.349192218
AR3C3C01187B98E800,Kai Winding,0.430538907,0.316354001
ARDD9UN1187B98D3A7,Sonny Simmons,0.428375417,0.317833879
ARJGNV61187B98F3B5,Mira,0.545110951,0.345751247
ARSVI4L1187B996181,Citizen Kaned,0.483339422,0.277561738
ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,0.559278494,0.432011947
AR4PCIG1187B98D07D,Ellen McIlwaine,0.438887475,0.325148571
AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,0.57810363,0.414892612
AR1X2H01187B98CCF2,Maurice Chevalier,0.502453177,0.391585329
ARBQBZV1187B99D29E,Carl Cox Vs Yousef,0.541975108,0.384184258
AR9ODB41187FB459B2,Organized Konfusion,0.683719468,0.412671631
ARF3GX71187FB3EB66,Martina McBride,0.614870934,0.628246419
AR3PN3R1187FB4CEBD,Horace Andy,0.626436382,0.374271174
ARYWCFZ11E2835CFDD,Nazz,0.494681417,0.384146444
ARUT16P1187FB532A4,Tyrone Davis,0.543866302,0.393215104
AREOGMA1187B9908EF,Hot Tuna,0.567278871,0.405178359
AR4ABL21187FB3913A,Richard Burton,0.432386477,0.28404741
AR8YV1I1187FB45D2B,Rory Block,0.513829587,0.343185045
ARR9XGB1187B9912E6,Boyz II Men,0.790922848,0.601184942
ARBKUS51187B98A3AC,Howard Armstrong,0.45466819,0
ARTB5PP1187FB523B7,Donny Hathaway,0.657406765,0.422472423
ARXFQDY1187B9AAF1E,Miguel Gallardo,0.45871209,0.335101425
ARVEJ9M1187FB4DC44,Les Ogres De Barback,0.652367864,0.437964733
ARTHEAP122BCFCD0B2,DJ X-Change featuring DJ Joey A,0.342440144,0.281284216
ARQESNI1187FB511EE,Morel,0.49825931,0.33406579
ARCZ20M1187FB49687,Tony Joe White,0.624723768,0.403509673
ARDF8K01187FB37200,Wolfmother,0.79225559,0.566971566
AR11NP91187B9901B4,The Roches,0.573605491,0.372251208
ARBZAIL1187FB5B1C8,Bob Margolin,0.555985053,0.326848818
ARWXHRS1241B9C7A1E,Thomas Battenstein,0.42562724,0
ARV1P811187FB3CFC6,Jupiter Rising,0.662649695,0.363177861
ARIU0MA1187B98D36F,Dharma Bums,0.491921881,0.345809443
ARB4D891187B9954F7,Saafir,0.594779904,0.318902078
ARQOC971187B9910FA,The Verve Pipe,0.70334944,0.498395338
AR19SOA1187B98F6E6,Bob Neuwirth,0.434272037,0.301502462
ARTDBI61187FB48479,Marvin Sapp,0.733714696,0.459665457
ARSE6YI1187B9B9CD2,James Hunter,0.625443262,0.431526919
AR6C8EJ1187FB3F473,Nelson Ned,0.498663649,0.32188269
AROI96Z1187B9A5304,Mish Mash,0.505644262,0.351210537
ARIOSKN1257509BCE1,Cama,0.406187449,0.273453727
ARI0PUX1187FB3F215,Maxi Priest,0.661001337,0.446890727
ARYO9BU1187B9ADA88,Porcupine Tree,0.830252262,0.507965802
ARZ507V1187FB4425E,Ragheb Alama,0.554226467,0.424931835
AR6XPWV1187B9ADAEB,Foo Fighters,0.839275393,0.550762085
AR6PJ8R1187FB5AD70,Shakira Featuring Wyclef Jean,0.833178561,0.682263177
AR4CG3B1187FB5B861,The Avengers,0.574973901,0.42251494
AR7BMMV1187FB5B2D7,Robben Ford,0.604820432,0.383877494
AREYIHC1187B99CE0B,Brazilian Tropical Orchestra,0.378013152,0.339408486
AREEMIN11F4C848971,Gil Semedo,0.441593442,0.382869956
ARBJSO81187B9BA09B,Soda Stereo,0.711165787,0.466826993
ARBGJLS11F4C83D4B9,Xmilk,0.4621406,0.32138373
ARVNDLR1187B99CA1B,Dolce; Oscar G.,0.471577282,0.3370893
AR5LZJD1187FB4C5E5,Britt Nicole,0.669500125,0.544446277
AR3WMW01187B9921F7,Schizoid,0.495559652,0.349192218
ARAEX7Y1187FB42D36,Toni Braxton Featuring Shaggy,0.737972528,0.555968804
ARK2G5U1187FB46B34,Perrey And Kingsley,0.530605798,0.350327605
ARTB56G11C8A41569D,Sven Tasnadi,0.480047819,0.306603641
AR0GGKI1187FB391D5,Eddie,0.622684167,0.362238747
ARZEWUR1187FB53DC8,Enthroned,0.593416049,0.395709548
AR89DTT1187B9A7ED5,Suzanne Ciani,0.631946666,0.380704536
ARTHKKA122BCFCBF58,Milan Band,0.20107756,0
ARJDMBO1187B9AD118,Johnny Osbourne,0.618765785,0.409134869
ARYJSY01187B9B7C65,Dolly Parton,0.707335681,0.603876487
AR77FBJ1187FB49D8D,Rance Allen Group,0.488008882,0.31401179
ARFVYJI1187B9B8E13,Pearl Jam,0.81444811,0.60797181
ARBM4TC1187FB5CE98,Natalie Cole,0.69044755,0.507781667
ARMQHX71187B9890D3,Mastodon,0.780461749,0.574274731
ARYXJ5A1187B9B9E56,Kiril Valeri,0.605874049,0.433945514
ARULHJM1187B997004,Word,0.638880206,0.246340714
AROTIMO1187FB532BF,DJ Quik,0.712098902,0.413393911
AR0X3JJ1187FB3A9A7,Hank Locklin,0.635757022,0.379436972
AR035N21187FB3938E,BT,0.786427083,0.512226738
ARA0H5U1187FB47949,2-4 Grooves feat. Reki D.,0.622829997,0.426944256
AR358YS1187FB44A29,The Jordanaires,0.382308283,0.283562596
ARANOZN1187B9B373E,Descendents,0.727230315,0.476559379
ARHONG11187FB3B120,L.A. Guns,0.665728336,0.456940558
ARRA2F91187B9B4061,Bare Jr.,0.53938059,0.360583582
ARSGZ3J1187FB3E610,Shelley Fabares,0.075124762,0.370194701
ARMQ32V1187B9999F3,Norrie Paramor,0.312415123,0.250601286
AR8EDG51187FB41A08,Gary Hobbs,0.524700041,0.389765518
AR1GYND1187B9A9CD3,Diesel Boy,0.567814264,0.376688631
AR1PCLK1187FB5BBFF,Angelo Badalamenti,0.698770478,0.399451724
ARF0W6Z1187B9AC325,Cradle Of Filth,0.784820389,0.572583336
ARWGIOC1187FB4CBEF,Jim Chappell,0.520204911,0.361509802
ARZHLNX1187FB4B8E7,Ladybug,0.479695608,0.220050765
ARC25S11187B993923,Bandido,0.463087254,0.327858925
ARKE8PP1187B997DD4,Brixx,0.515611096,0
ARK9TRQ1187B99C095,Nine Inch Nails,0.905776889,0.598458501
ARGTUWC1187B9904A0,Susana Seivane,0.352212817,0.297949266
ARFS01P1187B9A395A,Leland Martin,0.385143351,0.272190152
ARGWIHH1187B9A79B0,Test Icicles,0.682045692,0.373464228
AR5MK521187B98E0B8,Heaven 17,0.630928608,0.461558452
ARU22AM1187B9961EA,React,0.485107918,0.247340584
ARTB56G11C8A41569D,Sven Tasnadi,0.480047819,0.306603641
AR93RTI1187B98ECFB,Mance Lipscomb,0.450852685,0.33238987
AR9AN471187B99E0DA,Scott Wesley Brown,0.497307512,0.342406391
ARAR4YH1187B98BF2A,Fl�����������,0.424278927,0.29547099
AR567PN1187FB4B4F2,Moss,0.602555589,0.389535576
ARYKF861187B99C74B,Pery Ribeiro,0.385417447,0.312131221
AR4K59J1187FB3759B,Soular,0.539181188,0.276702625
ARLSF8H1187B9A76B0,Dimmu Borgir,0.826075467,0.599602643
ARDG9Z71187B997023,Public Image Ltd,0.684994897,0.415517083
AR56P361187B9AC4DB,Gary Moore,0.761362238,0.467110649
ARDDHGI126E2B3AA76,Pascal Sangla,0.464481282,0
ARVML631187B99E90D,The B-52's,0.681598553,0.537537201
ARBKMHZ11F4C843491,Dakis,0.336970428,0
ARD3LXU1187B9ABFC5,Sex Pistols,0.73118423,0.549204384
ARXOTQH1187FB57084,Chris Brown,0.892688611,0.852186238
ARMG6K31187FB55677,Deekline & Wizard,0.332330882,0
ARFUSID1241B9C9462,Daniela Dess��,0.349012002,0
ARC6UC81187B989062,Hem,0.632242851,0.453435791
ARKZJ301187FB521B2,Lily Allen,0.916058238,0.535408379
ARVKAWO11F50C47C9A,Pentangle,0.547078569,0.333649141
ARHXBJI1241B9C8B7F,DJ Dips,0.392570166,0.313989733
ARTFLEU1269FCD1FE3,Ana Bekuta,0.326699728,0.305074262
AR0LVFQ1187B9A84E0,Jason Miles,0.458055179,0.371760895
ARU9KWP1187B98B2A7,Busdriver,0.618002715,0.349476327
ARZ05QG1187FB3843E,Byther Smith,0.465194733,0.36228409
ARTEGHH1187FB435C8,Bebo & Cigala,0.483703807,0.351624469
ARASSX21187FB528B7,Bizarre Inc,0.633817882,0.354725755
ARRH2S81187B98C8AA,Bongzilla,0.574400789,0.446071584
ARSF4161187B9B449F,The Gone Jackals,0.44104996,0.353000688
AR87OXB1187FB39E0B,The Willis Brothers,0.334628878,0.173067999
ARCLCFS1187B9AE476,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,0.560411686,0.341904574
ARWAPYC1187FB3FCAF,S.U.P,0.406166635,0.27238546
ARILV5E1187B9959C8,Boogie Pimps,0.62799739,0.365339653
ARHSAFX1187B98E89A,Brian Keane,0.453171007,0.3008559
ARGR9FY1187FB4D0E7,Aberdeen,0.583773265,0.343275661
ARVG4OK1187B9B6BD3,The Killers,0.918451789,0.819588282
ARGCY1Y1187B9A4FA5,Gloriana,0.73699197,0.47722519
ARYFROT1187B9B78C2,Butterfly Temple,0.511000944,0.366743932
ARIN12F1187FB3E92C,Grant Geissman,0.422971308,0.317248425
ARMZ4PD1187B9ACBCD,20/20,0.50039601,0.314882184
AR0CWSC1187B9AFE3F,Jos����������,0.429544942,0.322468154
ARD5K161187B9AC784,Orbital,0.693009204,0.498668875
ARUZRFN1187B98AC05,Bone Thugs-N-Harmony / Akon,0.81592342,0.555138322
ARSTH0R1187B98951E,Moonsorrow,0.646618529,0.442652003
ARSL5SP1187B9A7AE0,N.W.A.,0.747708669,0.52040786
ARCE0H01187B9AF741,Rage Against The Machine,0.783458021,0.5890868
ARW4AGO1187FB4F107,Jazz Gillum,0.362800142,0.282286406
ARZWK2R1187B98F09F,Rise Against,0.847081688,0.625080481
ARDOOH01187B991055,Ultraviolence,0.499939221,0.37444943
ARMBTFC1187FB56343,Korn,0.829135422,0.558298348
ARBH0MS1187FB36311,Sir Neville Marriner,0.430024987,0.353034056
ARTXEZN1187B9B8190,Agnes,0.737540403,0.441355562
ARBM57Q1187B9AF97C,James Horner,0.679519208,0.491828704
ARED2DG1187FB3CB4D,Tantric,0.720808697,0.467133519
ARMQHX71187B9890D3,Mastodon,0.780461749,0.574274731
ARNIFX51187FB418EA,Xcultures,0.400433513,0.266275286
AREW1KO1187B98E42E,The Irish Tenors,0.599019959,0.374862616
ARUJ5A41187FB3F5F1,U2,0.843526543,0.750311503
ARE2BVT1187B9AC9A2,Little Joe,0.454709911,0.292801539
ARMBTFC1187FB56343,Korn,0.829135422,0.558298348
AR97EHA1187B98AD5F,Blind Blake & The Royal Victoria Hotel Calypsos,0.521712214,0.351345077
ARFTMGO1187B9A777A,Percy Faith,0.566796475,0.388112774
AR5J8XN1187B9B712E,Extreme,0.717991695,0.497711444
AR4B3RX1187B9A868A,Alexandre Desplat,0.609816403,0.560380805
ARE1N571187B98A47D,Prozak,0.621213511,0.37425994
AR8XG9J1187FB418C1,Jerry Butler,0.589259678,0.389589781
ARHSS201187B98A8CC,Yvette Horner,0.411875463,0.295889812
AR02PUA1187FB52574,Delta 9,0.586000058,0.409550595
AR6892W1187B9AC71B,Placebo,0.804523521,0.586433379
ARGNGRI11E2835D567,Tam Tam Go!,0.515044056,0.316692162
ARQDYV0119B866800F,Gertrudis,0.444926413,0.344814469
ARN5W1B1187B98BE10,Warrior King,0.588370653,0.413237884
ARBJSO81187B9BA09B,Soda Stereo,0.711165787,0.466826993
ARETCTY1187FB4C033,LORE,0.510794577,0.394127577
ARQXR6R1187FB46FD6,Soul Asylum,0.690080124,0.466775622
ARP8TSJ1187FB54852,Carl Doy with NZSO,0.342558954,0.292656454
AR3PN3R1187FB4CEBD,Horace Andy,0.626436382,0.374271174
ARQGYP71187FB44566,Jimmy Wakely,0.39413854,0.291539727
ARHVU591187B99F46A,The Nightraver & The Magican,0.341937434,0.244243643
ARV2V751187FB4330F,Rah Digga (Featuring Outsidaz),0.583231605,0.411448143
ARX9YIP1187B98A656,RUN-DMC,0.686988955,0.606630152
ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,0.386291901,0.367639871
AR0X3JJ1187FB3A9A7,Hank Locklin,0.635757022,0.379436972
ARYECMK1187FB5C081,Lady May,0.418610662,0.283699176
AR74Q3R1187B9B24C3,Nightwish,0.808784962,0.593624366
AR1PCLK1187FB5BBFF,Angelo Badalamenti,0.698770478,0.399451724
AR0G47L1187B98CC6D,Frank Chacksfield,0.446256667,0.346357522
ARKUP6H1187FB3F8E3,Cesar Camargo Mariano/Helio Delmiro,0.332148785,0.317504856
ARHRP6Q1187FB3F016,Buzzhorn,0.473626728,0.378498493
AR10USD1187B99F3F1,Silverstein,0.80113645,0.605507136
ARTW7I31187B9A4CA9,!!!,0.609538992,0.482131081
ARQCMZ01187B99342C,The Secret Life of Teenage Girls,0.062570763,0.233131687
ARSZ6MA1187FB43D29,The Notorious B.I.G.,0.668509447,0.506545319
ARDIBRT1187B9AF176,Led Zeppelin,0.787098355,0.634412385
ARY80281187FB3E380,Sandi Thom,0.655359115,0.405031298
ARXSPYZ1187B98972A,Carl Belew,0.305523628,0.257496328
ARR2TI31187FB380FE,The Field Mice,0.60542429,0.409292117
ARNILB71187B99EC88,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,0.426683814,0.333154508
AR0OEYB1187FB4A81E,Catherine Howe,0.421792253,0.319209721
ARH4N0N1187FB3E1F1,Malkit Singh,0.483243067,0.324430892
ARDQO721187FB3C6D9,Rodney O & Joe Cooley,0.415784608,0.307902094
ARIFGKC1187B9B04D5,Dean Martin,0.708439814,0.623970266
AR4IWYN1187FB47DF6,Strata,0.612837504,0.482298832
AR9YQN31187FB45B34,James Darren,0.489280179,0.343605383
ARV3IN31187FB4AAAE,Till West & DJ Delicious,0.564512291,0.3268453
ARCID1N1187FB51DA0,Carlos Nu����,0.535702528,0.384986117
ARKCTSM11F4C83C839,Igor Stravinsky,0.633258331,0.49576633
AR7JBP41187FB3EA8A,Gene Clark,0.685125411,0.527066335
ARAHQDS1187FB55275,Maysa,0.616436885,0.409464909
ARALP6I1187B989E27,The Shirelles,0.66229871,0.379137556
AR23EC41187FB4805D,The American Boychoir,0.409827635,0.291883422
AR8JSAL1187FB3CE7E,JDS,0.487220327,0.44974631
ARL6FF81187FB5A916,Panic At The Disco,0.842368944,0.604655128
AR9EZGO1187B9A401F,Jan Howard,0.44240829,0.258671268
ARLDW6Z1187FB3F2A0,Abraham Laboriel,0.362358559,0.298372721
ARKA2YS1187B9A4060,Mich�����������,0.368134445,0.313665817
AR1QXAQ1187FB47FAC,Sticky Fingaz,0.542512528,0.403784235
ARKSBCO1241B9CE46E,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,0.384563593,0.30566262
AR76DOS1187FB5AE78,The Jeff Healey Band,0.716854352,0.414236248
AR4OHL91187B9B2EB9,Angela Dimitriou,0.264713987,0
AR6QQY41187B990574,Danny Wilson,0.559991415,0.362902986
ARN8NCB1187FB49652,Lionel Rogg,0.320855383,0.29127103
AREHMUC1187B98B91B,Java,0.625157654,0.359757244
ARXG6L11187FB5695E,SWAMI featuring Asuivre,0.679654239,0.380756416
ARO2EDF1187B993BD8,The Black Velvet Band,0.353911957,0.262798505
ARU0HTX1187B98B4C6,Lisa Lynne,0.6051397,0.420937755
ARVMPJC1187FB3B954,Pe'z,0.530791489,0.431839301
ARDW5AW1187FB55708,Shawn Colvin,0.68550363,0.446732968
ARHNL9K1187FB5730C,Stephy Tang,0.37248425,0.358893493
ARD7TVE1187B99BFB1,Casual,0.581793766,0.401997543
AR3JMC51187B9AE49D,Backstreet Boys,0.851417629,0.592614927
ARPBNLO1187FB3D52F,Tiny Tim,0.593496044,0.404897335
AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall,0.751629597,0.550212562
AROGWRA122988FEE45,Christos Dantis,0.480752276,0.417593317
ARMBR4Y1187B9990EB,David Martin,0.637533386,0.310614281
ARQ9BO41187FB5CF1F,John Davis,0.545435239,0.387635478
ARKULSX1187FB45F84,Trafik,0.596845852,0.405352011
ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,0.4074304,0.31853603
AREDBBQ1187B98AFF5,Eddie Calvert,0.421187326,0.310544672
AR7ZKHQ1187B98DD73,Glad,0.524265131,0.372232889
ARBGXIG122988F409D,Steel Rain,0.018917567,0
AR7SMBG1187B9B9066,Los Manolos,0.47013483,0.320517791
ARGCY1Y1187B9A4FA5,Gloriana,0.73699197,0.47722519
AR36F9J1187FB406F1,Bombay Rockers,0.531757816,0.335933116
ARNNKDK1187B98BBD5,Jinx,0.556566973,0.431824888
AR62SOJ1187FB47BB5,Chase & Status,0.654594982,0.396356237
ARBEBBY1187B9B43DB,Tom Petty,0.779838092,0.568350503
ARDR4AC1187FB371A1,Montserrat Caball������������������������������������������������������������������������������,0.522197175,0.391370587
ARAGB2O1187FB3A161,Pucho & His Latin Soul Brothers,0.44259318,0.253785313
AREDL271187FB40F44,Soul Mekanik,0.490009428,0.399537136
ARP6N5A1187B99D1A3,Mitch Ryder,0.476747681,0.294053193
ARGSAFR1269FB35070,Blingtones,0.021492905,0
ARULZCI1241B9C8611,Luna Orbit Project,0.420966667,0.310661896
AR0IAWL1187B9A96D0,Danilo Perez,0.331874146,0.3228233
ARJIE2Y1187B994AB7,Line Renaud,0.470212296,0.320086927
ARLTWXK1187FB5A3F8,King Curtis,0.575674218,0.366820788
ARNF6401187FB57032,Sophie B. Hawkins,0.713274972,0.377593082
ARPFHN61187FB575F6,Lupe Fiasco,0.902062927,0.554633231
AR051KA1187B98B2FF,Wilks,0.351182454,0.080166939
AR8IEZO1187B99055E,Marc Shaiman,0.510010871,0.378442737
AR558FS1187FB45658,40 Grit,0.451977717,0.331351565
ARVBRGZ1187FB4675A,Gwen Stefani,0.837872047,0.532803542
ARWB3G61187FB49404,Steve Morse,0.589903022,0.420692588
AREVWGE1187B9B890A,Bitter End,0.602868067,0.449002436
AR2JD2Z1187B998A90,Ethel Merman,0.493593024,0.341254769
AR7TTCH1187FB3F95C,Leon Russell & New Grass Revival,0.634227165,0.443708895
ARF6ZTO1187FB3684F,Story Of The Year,0.806762596,0.580095045
ARPYBWQ1187B989C0D,Natural Elements,0.44802055,0.369535728
ARU0HTX1187B98B4C6,Lisa Lynne,0.6051397,0.420937755
ARUE3AK1187B9AC923,Neil Sedaka,0.720842183,0.444025681
AR6W9T51187B9A8B8E,Maurice Larcange,0.360241801,0.279642625
ARQ05GM1187B990512,A Static Lullaby,0.758678715,0.557562472
AR1Y2PT1187FB5B9CE,John Wesley_ John Wesley,0.560557984,0.452789477
ARXN7S71187B9941BE,Coph Nia,0.56246685,0.354934743
AR1072G1187FB5B351,Tabu feat. Mitzib,0.578881704,0.444900149
ARXIIEY1187FB44EAF,Nights Like These,0.628886848,0.310754057
ARBUOOR1187B997391,Oasis,0.834564098,0.54021645
ARQ9BO41187FB5CF1F,John Davis & Emma Doyle,0,0.387635478
ARGC7FQ1187FB409CC,Stew,0.541077952,0.304547713
ARRS5961187B99F9DE,Jauida,0.53915621,0.360648925
AR14CJ91187FB3A994,Eddy Arnold,0.56412895,0.397775654
ARJV0U41187B9AB715,All Time Low,0.842431482,0.526458223
AR502DZ1187B98F8E1,Brian Dullaghan,0.29143326,0.150857762
ARWI6LR1187FB46E9F,Richard Galliano,0.571422802,0.423356106
AR0AVIB1187FB37D01,Regina Belle,0.566024302,0.384601686
AR7OCK81187B98D1F1,Debbie Davies,0.528835698,0.343133497
ARABFU01187FB46712,STEVE CAMP,0.527078764,0.314428181
ARF88UQ1187FB5A3E9,Jay Tee & Baby Bash,0.662945434,0.32815742
ARQZTGO11E8F5C0768,The Stolen Minks,0.501125001,0.298269163
AR08GQF1187B98E316,Daath,0.473963333,0.35070666
ARZGMLE11F4C840C9D,Extasick,0.416985864,0.267454194
AROATPL1187FB48E12,UFO,0.681130242,0.453399083
ARBXIDR1187B9AB77E,Avril - Remix By Ana Rago,0.897178038,0.438234414
ARYCP7D1187B99516B,Pat Travers,0.565971267,0.384018129
ARVN9FZ1187FB393F1,SNOWPATROL,0.818319359,0.667294596
ARMD6JB1187FB3B0E7,Die Fantastischen Vier,0.686452083,0.517259283
ARFAGIR1187B997EA1,Jeanie Lambe & The Danny Moss Quartet,0.03863811,0
AR6C8EJ1187FB3F473,Nelson Ned,0.498663649,0.32188269
AROHMXL1187B9AF4B2,Yung Joc,0.851218064,0.510490081
ARWNRBH1187B9B7E68,Philippe Sarde,0.455679779,0.34369745
ARRVUWA1187B9A0FE2,Orquesta Arag���,0.508731241,0.332930951
AR0LVFQ1187B9A84E0,Jason Miles,0.458055179,0.23345958
ARZCEOJ1187B9A91C0,State of Chaos,0.363734084,0.140390475
